60.000000,40.000000,0,0
60.000000,40.040001,-0.009438,-0.013163
60.000000,40.080002,0.007616,-0.008470
60.000000,40.120003,0.016406,-0.011574
60.000000,40.160004,0.022662,-0.007184
60.000000,40.200005,0.004435,-0.017497
60.000000,40.240005,-0.005578,-0.015004
60.000000,40.280006,0.002431,-0.010799
60.000000,40.320007,-0.015959,-0.004539
60.000000,40.360008,-0.007332,-0.004610
60.000000,40.400009,-0.010797,-0.012131
60.000000,40.440010,0.000400,0.010696
60.000000,40.480011,-0.006297,-0.006745
60.000000,40.520012,-0.024811,0.003410
60.000000,40.560013,-0.024049,0.001299
60.000000,40.600014,-0.026861,0.001979
60.000000,40.640015,-0.028235,-0.003452
60.000000,40.680016,-0.011222,-0.002997
60.000000,40.720016,-0.019440,0.003039
60.000000,40.760017,-0.045936,-0.002858
60.000000,40.800018,-0.026416,-0.002904
60.000000,40.840019,-0.023687,-0.012557
60.000000,40.880020,-0.017160,-0.009639
60.000000,40.920021,-0.041384,-0.010608
60.000000,40.960022,-0.021053,-0.003118
60.000000,41.000023,-0.023273,-0.000903
60.000000,41.040024,-0.032246,-0.000526
60.000000,41.080025,-0.033157,-0.010684
60.000000,41.120026,-0.029417,-0.006750
60.000000,41.160027,-0.031477,-0.007280
60.000000,41.200027,-0.032410,0.001893
60.000000,41.240028,-0.033979,-0.009657
60.000000,41.280029,-0.031730,-0.001956
60.000000,41.320030,-0.047364,-0.016432
60.000000,41.360031,-0.029061,-0.014933
60.000000,41.400032,-0.026433,-0.010283
60.000000,41.440033,-0.029662,-0.006394
60.000000,41.480034,-0.036896,-0.011717
60.000000,41.520035,-0.044225,-0.006073
60.000000,41.560036,-0.044556,-0.012106
60.000000,41.600037,-0.042681,-0.014555
60.000000,41.640038,-0.035232,-0.010073
60.000000,41.680038,-0.036872,-0.014534
60.000000,41.720039,-0.045851,-0.023929
60.000000,41.760040,-0.044988,-0.014098
60.000000,41.800041,-0.041234,-0.022624
60.000000,41.840042,-0.025633,-0.019462
60.000000,41.880043,-0.035248,-0.023961
60.000000,41.920044,-0.037380,-0.016727
60.000000,41.960045,-0.039728,-0.010163
60.000000,42.000046,-0.042167,-0.011083
60.000000,42.040047,-0.032609,-0.023324
60.000000,42.080048,-0.042167,-0.021073
60.000000,42.120049,-0.040450,-0.018642
60.000000,42.160049,-0.047629,-0.022111
60.000000,42.200050,-0.027689,-0.018887
60.000000,42.240051,-0.018167,-0.030019
60.000000,42.280052,-0.025602,-0.023622
60.000000,42.320053,-0.013846,-0.024383
60.000000,42.360054,-0.011553,-0.027638
60.000000,42.400055,-0.014079,-0.024170
60.000000,42.440056,-0.017064,-0.022826
60.000000,42.480057,-0.018001,-0.017190
60.000000,42.520058,0.002978,-0.025477
60.000000,42.560059,-0.004061,-0.029920
60.000000,42.600060,-0.001305,-0.027084
60.000000,42.640060,0.003397,-0.029735
60.000000,42.680061,-0.006798,-0.029374
60.000000,42.720062,-0.006640,-0.024814
60.000000,42.760063,-0.016348,-0.019586
60.000000,42.800064,-0.007949,-0.031303
60.000000,42.840065,-0.015622,-0.035056
60.000000,42.880066,-0.004856,-0.028555
60.000000,42.920067,0.008306,-0.032348
60.000000,42.960068,0.002237,-0.037129
60.000000,43.000069,0.002690,-0.039060
60.000000,43.040070,-0.004446,-0.047585
60.000000,43.080070,-0.013057,-0.043512
60.000000,43.120071,-0.006609,-0.042908
60.000000,43.160072,0.003313,-0.056690
60.000000,43.200073,-0.021150,-0.059600
60.000000,43.240074,-0.012607,-0.054670
60.000000,43.280075,-0.013336,-0.051454
60.000000,43.320076,-0.020641,-0.055580
60.000000,43.360077,-0.013666,-0.055296
60.000000,43.400078,-0.020395,-0.043090
60.000000,43.440079,-0.033172,-0.035647
60.000000,43.480080,-0.016570,-0.038744
