frame,captured_ns,processed_ns,shift_x,shift_y,quality,command_x,command_y,dropped_frames
11001,111347367778333,111347368478041,-7.95982,-4.97716,12.6041,64.8203,19.7121,5719
11003,111347368281666,111347368998041,-7.95982,-4.97716,12.6041,63.3882,50.0165,5720
11005,111347368786958,111347369529041,-7.95982,-3.98068,12.605,60.6427,81.4253,5721
11007,111347369283000,111347370058375,-7.95982,-3.98068,12.605,61.1601,51.8902,5723
11010,111347370036416,111347370581791,-7.95982,-3.98068,12.605,58.7245,83.0384,5724
11012,111347370529041,111347371113500,-7.95982,-3.98068,12.605,59.0193,53.6904,5725
11014,111347371027958,111347371652625,-7.95982,-3.98068,12.605,56.6982,84.7424,5726
11016,111347371531375,111347372187833,-7.95982,-3.98068,12.605,56.9098,55.4644,5727
11018,111347372034583,111347372736166,-6.96424,-3.98068,12.602,62.2647,80.0614,5728
11020,111347372534750,111347373275291,-6.96424,-3.98068,12.602,56.8142,57.9415,5729
11022,111347373037916,111347373817291,-6.96424,-2.98458,12.6034,62.1691,82.5385,5731
11025,111347373779125,111347374347000,-6.96424,-2.98458,12.6034,56.8142,57.9415,5732
11027,111347374280500,111347374874541,-6.96424,-2.98458,12.6034,62.1691,82.5385,5733
11029,111347374779291,111347375403791,-6.96424,-2.98458,12.6034,56.8142,57.9415,5734
11031,111347375279291,111347375937416,-6.96424,-2.98458,12.6034,62.1691,82.5385,5735
11033,111347375783666,111347376468041,-6.96424,-2.98458,12.6034,56.8142,57.9415,5736
11035,111347376279250,111347376989333,-5.96939,-2.98458,12.6008,62.1691,82.5385,5737
11037,111347376774041,111347377515208,-5.96939,-1.98899,12.6028,54.4924,118.094,5738
11039,111347377276750,111347378038041,-5.96939,-1.98899,12.6028,62.1691,82.5385,5740
11041,111347377777125,111347378560250,-5.96939,-1.98899,12.6028,54.4924,118.094,5741
11044,111347378529750,111347379110708,-5.96939,-1.98899,12.6028,62.1691,82.5385,5742
11046,111347379027583,111347379638125,-4.97495,-1.98897,12.6004,67.5239,107.135,5743
11048,111347379528500,111347380159833,-4.97495,-1.98897,12.6004,62.1691,82.5385,5744
11050,111347380030291,111347380660583,-4.97495,-1.98897,12.6004,67.5239,107.135,5745
11052,111347380527458,111347381188916,-4.97495,-1.98897,12.6004,62.036,85.9845,5746
11054,111347381032458,111347381721500,-3.9807,-1.98896,12.5984,67.8959,97.4991,5747
11056,111347381527083,111347382257541,-3.9807,-1.98896,12.5984,61.9319,88.6827,5748
11058,111347382026000,111347382776208,-3.98069,-0.994003,12.601,67.2868,113.28,5749
11060,111347382524458,111347383304125,-3.98069,-0.994003,12.601,61.9319,88.6827,5751
11063,111347383280416,111347383821833,-2.98628,-0.994004,12.5992,67.2868,113.28,5752
11065,111347383780416,111347384337708,-2.98628,-0.994004,12.5992,61.9319,88.6827,5753
11067,111347384279000,111347384856000,-2.98628,-0.994004,12.5992,67.2868,113.28,5754
11069,111347384779041,111347385375083,-2.98628,-0.994004,12.5992,61.9319,88.6827,5755
11071,111347385283541,111347385886958,-1.99147,-0.994004,12.5978,67.2868,113.28,5756
11073,111347385783375,111347386407458,-1.99147,-0.994004,12.5978,61.8947,89.6459,5757
11075,111347386280500,111347386921375,-1.99147,-0.994004,12.5978,67.6423,104.069,5758
11077,111347386777791,111347387431375,-1.99147,-0.994004,12.5978,61.7184,94.214,5759
11079,111347387280625,111347387944500,-0.996087,-0.993979,12.5968,67.8496,98.6982,5760
11081,111347387780375,111347388448666,-0.996087,-0.993979,12.5968,61.6494,96.0004,5761
11083,111347388279041,111347388954375,-0.99608,3.67981e-07,12.5999,67.0043,120.597,5762
11085,111347388780458,111347389466000,-0.99608,3.67981e-07,12.5999,61.6494,96.0004,5763
11087,111347389273791,111347389983250,9.06905e-10,1.17363e-05,12.5993,67.0043,120.597,5764
11089,111347389770083,111347390502291,9.06905e-10,1.17363e-05,12.5993,61.6494,96.0004,5765
11091,111347390271375,111347391024458,9.06905e-10,1.17363e-05,12.5993,67.0043,120.597,5766
11093,111347390779916,111347391541625,0.996724,-2.8842e-07,12.5993,74.6809,85.0417,5768
11095,111347391278416,111347392052333,0.996724,-2.8842e-07,12.5993,67.0043,120.597,5769
11098,111347392029791,111347392579291,0.996724,-2.8842e-07,12.5993,74.6123,86.821,5770
11100,111347392531041,111347393106541,0.996724,-2.8842e-07,12.5993,67.3135,112.587,5771
11102,111347393029708,111347393621208,1.99401,-2.39415e-05,12.5999,74.3919,92.5304,5772
11104,111347393531041,111347394146500,1.99401,-2.39415e-05,12.5999,67.4728,108.459,5773
11106,111347394029750,111347394687500,1.99401,-2.39415e-05,12.5999,74.2782,95.4758,5774
11108,111347394529625,111347395221250,2.9915,-3.57791e-05,12.6011,80.5863,95.3774,5775
11110,111347395028416,111347395754041,2.9915,-3.57791e-05,12.6011,74.2197,96.9926,5776
11112,111347395525916,111347396285000,2.9915,-3.57791e-05,12.6011,80.6282,94.2905,5778
11114,111347396023375,111347396836291,2.9915,-3.57791e-05,12.6011,74.1895,97.7737,5779
11117,111347396780291,111347397354916,3.9889,-7.10587e-05,12.603,80.6594,93.4834,5780
11119,111347397278500,111347397874291,3.9889,-7.10587e-05,12.603,74.1766,98.1084,5781
11121,111347397780375,111347398387541,3.9889,-7.10587e-05,12.603,80.6687,93.2412,5782
11123,111347398280375,111347398915625,3.9889,-7.10587e-05,12.603,74.1699,98.2813,5783
11125,111347398781625,111347399425458,4.98594,-0.000106444,12.6055,80.674,93.1047,5784
11127,111347399279208,111347399940083,4.98594,-0.000106444,12.6055,74.1666,98.3663,5785
11129,111347399780708,111347400444083,4.98594,-0.000106444,12.6055,80.6764,93.043,5786
11131,111347400280208,111347400954416,4.98594,-0.000106444,12.6055,74.1649,98.4102,5787
11133,111347400779208,111347401471833,4.98594,-0.000106444,12.6055,80.6776,93.0113,5788
11135,111347401279041,111347402020583,5.9824,-0.000130126,12.6085,87.1959,87.4661,5789
11137,111347401778500,111347402565375,5.9824,-0.000130126,12.6085,80.6783,92.9926,5791
11140,111347402533833,111347403105875,5.9824,-0.000130126,12.6085,87.1952,87.4848,5792
11142,111347403030708,111347403637625,5.9824,-0.000130126,12.6085,80.6786,92.9844,5793
11144,111347403536333,111347404173250,5.9824,-0.000130126,12.6085,87.195,87.4904,5794
11146,111347404034208,111347404718500,6.97824,-0.000165713,12.612,93.7108,82.0094,5795
11148,111347404535250,111347405246291,6.97824,-0.000165713,12.612,87.195,87.4898,5796
11150,111347405039250,111347405774916,6.97824,-0.000165713,12.612,93.7108,82.0095,5797
11152,111347405526916,111347406306500,6.97824,-0.000165713,12.612,87.195,87.4893,5799
11155,111347406280958,111347406833916,6.97826,-0.994104,12.6089,94.8716,51.9337,5800
11157,111347406779666,111347407356416,6.97826,-0.994104,12.6089,87.195,87.4893,5801
11159,111347407281625,111347407888875,6.97826,-0.994104,12.6089,94.8716,51.9337,5802
11161,111347407777666,111347408405458,7.97353,-0.994139,12.6129,100.226,76.5307,5803
11163,111347408278458,111347408915625,7.97353,-0.994139,12.6129,94.8716,51.9337,5804
11165,111347408777750,111347409429750,7.97353,-0.994139,12.6129,100.226,76.5307,5805
11167,111347409277791,111347409942958,7.97353,-0.994139,12.6129,94.8716,51.9337,5806
11169,111347409778125,111347410462333,7.97353,-0.994139,12.6129,100.226,76.5307,5807
11171,111347410276541,111347410972625,7.97353,-0.994139,12.6129,94.5909,59.2077,5808
11173,111347410775333,111347411500500,7.97353,-0.994139,12.6129,100.514,69.0753,5809
11175,111347411278041,111347412019125,7.97353,-0.994139,12.6129,95.3597,61.7823,5810
11177,111347411778000,111347412544125,7.97353,-0.994139,12.6129,100.883,64.4874,5812
11180,111347412529583,111347413054333,7.97356,-1.98906,12.6103,100.201,35.9603,5813
11182,111347413029375,111347413570166,7.97356,-1.98906,12.6103,102.147,63.4241,5814
11184,111347413530583,111347414102750,7.97356,-1.98906,12.6103,102.865,33.7205,5815
11186,111347414031166,111347414648083,7.97356,-1.98906,12.6103,103.806,62.029,5816
11188,111347414529791,111347415177083,7.97356,-1.98906,12.6103,105.242,31.721,5817
11190,111347415032875,111347415696541,7.97356,-1.98906,12.6103,105.667,60.4637,5818
11192,111347415534041,111347416193833,7.97356,-1.98906,12.6103,107.475,29.8433,5819
11194,111347416027291,111347416709250,7.97356,-1.98906,12.6103,107.636,58.8082,5820
11196,111347416530750,111347417241750,7.97356,-1.98906,12.6103,109.388,34.4017,5821
11198,111347417031500,111347417772833,7.97355,-2.98464,12.6083,111.732,3.33035,5822
11200,111347417529375,111347418305458,7.97355,-2.98464,12.6083,111.507,32.62,5824
11203,111347418279791,111347418843208,6.97828,-2.9846,12.6043,106.152,8.02298,5825
11205,111347418778250,111347419361875,6.97828,-2.9846,12.6043,111.507,32.62,5826
11207,111347419279875,111347419876750,6.97828,-2.9846,12.6043,106.152,8.02298,5827
11209,111347419779291,111347420392875,6.97828,-2.9846,12.6043,111.507,32.62,5828
11211,111347420280541,111347420916750,6.97828,-2.9846,12.6043,106.152,8.02298,5829
11213,111347420781416,111347421450541,6.97828,-2.9846,12.6043,111.712,27.3064,5830
11215,111347421279375,111347421956416,6.97825,-3.98066,12.6029,106.357,2.70938,5831
11217,111347421781083,111347422476750,6.97825,-3.98066,12.6029,111.712,27.3064,5832
11219,111347422283000,111347422997833,5.98241,-3.98065,12.5994,106.357,2.70938,5833
11221,111347422776875,111347423516458,5.98241,-3.98065,12.5994,111.712,27.3064,5834
11223,111347423279208,111347424039125,5.98241,-3.98065,12.5994,106.357,2.70938,5836
11225,111347423778000,111347424541833,5.98241,-3.98065,12.5994,111.712,27.3064,5837
11228,111347424527125,111347425073541,5.98241,-3.98065,12.5994,106.357,2.70938,5838
11230,111347425034625,111347425585666,4.98595,-3.98066,12.5964,98.7991,35.1831,5839
11232,111347425535083,111347426117041,4.98592,-4.97713,12.5955,106.476,-0.372473,5840
11234,111347426031250,111347426640958,4.98592,-4.97713,12.5955,98.7991,35.1831,5841
11236,111347426531208,111347427166708,4.98592,-4.97713,12.5955,106.476,-0.372473,5842
11238,111347427032708,111347427684916,4.98592,-4.97713,12.5955,98.7991,35.1831,5843
11240,111347427534458,111347428203250,3.9889,-4.97713,12.5931,93.4442,10.5861,5844
11242,111347428032708,111347428742916,3.9889,-4.97713,12.5931,98.7991,35.1831,5845
11244,111347428528500,111347429262333,3.9889,-4.97713,12.5931,93.4442,10.5861,5846
11246,111347429024833,111347429790833,3.98888,-5.97402,12.5928,101.121,-20,5848
11249,111347429778166,111347430316666,2.99148,-5.97403,12.5909,93.4442,15.5556,5849
11251,111347430280416,111347430838333,2.99148,-5.97403,12.5909,101.121,-20,5850
11253,111347430780791,111347431352875,2.99148,-5.97403,12.5909,93.4442,15.5556,5851
11255,111347431281833,111347431871750,2.99148,-5.97403,12.5909,101.121,-20,5852
11257,111347431779125,111347432395791,1.99398,-5.97405,12.5897,93.4442,15.5556,5853
11259,111347432277875,111347432911666,1.99398,-5.97405,12.5897,101.121,-20,5854
11261,111347432780750,111347433422166,1.99398,-5.97405,12.5897,93.7814,6.81818,5855
11263,111347433283291,111347433935791,0.996708,-6.97089,12.5894,88.4266,-17.7788,5856
11265,111347433779166,111347434489041,0.996708,-6.97089,12.5894,93.7814,6.81818,5857
11267,111347434285416,111347435014875,0.996708,-6.97089,12.5894,88.4266,-17.7788,5858
11269,111347434779500,111347435521250,0.996708,-6.97089,12.5894,93.7814,6.81818,5859
11271,111347435268416,111347436047291,-3.67656e-05,-6.9709,12.5894,88.4266,-17.7788,5861
11274,111347436025166,111347436575333,-3.67656e-05,-6.9709,12.5894,93.7814,6.81818,5862
11276,111347436524416,111347437105500,-3.67656e-05,-6.9709,12.5894,88.4266,-17.7788,5863
11278,111347437033458,111347437623416,-0.996086,-6.97091,12.59,80.9391,12.8764,5864
11280,111347437530291,111347438143208,-0.996095,-7.96758,12.5908,88.6157,-20,5865
11282,111347438030291,111347438668750,-0.996095,-7.96758,12.5908,80.9391,15.5556,5866
11284,111347438528958,111347439209541,-0.996095,-7.96758,12.5908,88.6157,-20,5867
11286,111347439029625,111347439730958,-1.99148,-7.96757,12.5918,80.9391,15.5556,5868
11288,111347439525291,111347440254916,-1.99148,-7.96757,12.5918,88.6157,-20,5869
11290,111347440026458,111347440783833,-1.99148,-7.96757,12.5918,80.9391,15.5556,5871
11292,111347440525000,111347441312875,-1.99148,-7.96757,12.5918,88.6157,-20,5872
11295,111347441282208,111347441840375,-2.98629,-7.96756,12.5932,81.1405,10.3384,5873
11297,111347441783666,111347442360375,-2.98629,-7.96756,12.5932,88.6616,-20,5874
11299,111347442279291,111347442871458,-2.98628,-8.96394,12.5945,83.3067,-20,5875
11301,111347442782583,111347443394416,-3.98066,-8.9639,12.5963,75.6301,15.5556,5876
11303,111347443282916,111347443900041,-3.98066,-8.9639,12.5963,83.3067,-20,5877
11305,111347443779291,111347444416208,-3.98066,-8.9639,12.5963,75.6301,15.5556,5878
11307,111347444283541,111347444928666,-3.98066,-8.9639,12.5963,83.3067,-20,5879
11309,111347444780833,111347445453541,-4.97491,-8.96387,12.5983,75.6301,15.5556,5880
11311,111347445280083,111347445975041,-4.97491,-8.96387,12.5983,83.3067,-20,5881
11313,111347445779583,111347446494916,-4.97491,-8.96387,12.5983,75.7757,11.7842,5882
11315,111347446276875,111347447013375,-4.97491,-8.96387,12.5983,83.379,-20,5883
11317,111347446782916,111347447534500,-4.97491,-8.96387,12.5983,76.4429,-3.63104,5885
11319,111347447281416,111347448089291,-5.96934,-8.96384,12.6006,70.5862,-15.2257,5886
11322,111347448030416,111347448601625,-5.96934,-8.96384,12.6006,77.0374,-19.0335,5887
11324,111347448530125,111347449121541,-5.96934,-8.96384,12.6006,70.9254,-20,5888
11326,111347449031875,111347449641416,-5.9693,-9.95981,12.6025,78.6021,-20,5889
11328,111347449529833,111347450166125,-5.9693,-9.95981,12.6025,70.9254,15.5556,5890
11330,111347450034458,111347450694625,-6.96416,-9.95974,12.6051,65.5706,-9.04138,5891
11332,111347450531416,111347451207416,-6.96416,-9.95974,12.6051,70.9254,15.5556,5892
11334,111347451032583,111347451727416,-6.96416,-9.95974,12.6051,65.5706,-9.04138,5893
11336,111347451528000,111347452257041,-6.96416,-9.95974,12.6051,70.9254,15.5556,5894
11338,111347452027166,111347452785208,-6.96416,-9.95974,12.6051,65.5706,-9.04138,5896
11340,111347452523916,111347453313208,-6.96416,-9.95974,12.6051,71.0462,12.4277,5897
11343,111347453283500,111347453839833,-6.96416,-9.95974,12.6051,65.5247,-7.85347,5898
11345,111347453779583,111347454361791,-6.96416,-9.95974,12.6051,69.5922,-3.30967,5899
11347,111347454280958,111347454873416,-7.95971,-9.95963,12.6081,63.6997,-13.9792,5900
11349,111347454779750,111347455391666,-7.95971,-9.95963,12.6081,70.1652,-18.1551,5901
11351,111347455279500,111347455928250,-7.95971,-9.95963,12.6081,64.0827,-20,5902
11353,111347455779458,111347456452208,-7.95971,-9.95963,12.6081,70.6847,-20,5903
11355,111347456282291,111347456956625,-7.95971,-9.95963,12.6081,64.504,-20,5904
11357,111347456781125,111347457463583,-7.95971,-9.95963,12.6081,71.1765,-20,5905
11359,111347457278500,111347457968000,-7.95971,-9.95963,12.6081,64.9455,-20,5906
11361,111347457778250,111347458489458,-7.95971,-9.95963,12.6081,71.6541,-20,5907
11363,111347458286083,111347458997958,-7.95971,-9.95963,12.6081,65.4807,-20,5908
11365,111347458776833,111347459517875,-7.95971,-9.95963,12.6081,68.55,-20,5909
11367,111347459275958,111347460043375,-7.95971,-9.95963,12.6081,64.9617,-20,5911
11369,111347459777000,111347460572916,-7.95971,-9.95963,12.6081,66.1506,-20,5912
11372,111347460534291,111347461099916,-7.95971,-9.95963,12.6081,64.1453,-20,5913
11374,111347461032208,111347461617833,-7.95971,-9.95963,12.6081,64.2009,-20,5914
11376,111347461534083,111347462139166,-7.95971,-9.95963,12.6081,62.7774,-20,5915
11378,111347462028916,111347462662166,-7.95971,-9.95963,12.6081,62.416,-20,5916
11380,111347462530916,111347463186541,-7.95971,-9.95963,12.6081,61.2914,-20,5917
11382,111347463030750,111347463705333,-7.95971,-9.95963,12.6081,60.714,-20,5918
11384,111347463531000,111347464220958,-7.95971,-9.95963,12.6081,59.744,-20,5919
11386,111347464029083,111347464757708,-7.95971,-9.95963,12.6081,59.0557,-20,5920
11388,111347464528916,111347465285916,-6.96416,-9.95974,12.6051,65.8046,-20,5922
11390,111347465028416,111347465815000,-6.96416,-9.95974,12.6051,59.5188,-20,5923
11393,111347465783583,111347466356708,-6.96416,-9.95974,12.6051,66.2666,-20,5924
11395,111347466274041,111347466860625,-6.96421,-8.96377,12.6033,58.5899,15.5556,5925
11397,111347466781250,111347467361541,-6.96421,-8.96377,12.6033,66.2666,-20,5926
11399,111347467276708,111347467862625,-6.96421,-8.96377,12.6033,58.5899,15.5556,5927
11401,111347467778041,111347468368208,-6.96421,-8.96377,12.6033,66.2666,-20,5928
11403,111347468279375,111347468866916,-5.96934,-8.96384,12.6006,71.6214,4.59699,5929
11405,111347468776750,111347469367500,-5.96934,-8.96384,12.6006,66.2666,-20,5930
11407,111347469276750,111347469871625,-5.96934,-8.96384,12.6006,71.6214,4.59699,5931
11409,111347469779041,111347470383750,-5.96934,-8.96384,12.6006,66.2666,-20,5932
11411,111347470282458,111347470885833,-5.96934,-8.96384,12.6006,72.0756,-7.16988,5933
11413,111347470776708,111347471416208,-5.96934,-8.96384,12.6006,66.4269,-20,5934
11415,111347471281208,111347471942208,-4.97491,-8.96387,12.5983,72.6799,-18.6711,5935
11417,111347471780083,111347472467791,-4.97491,-8.96387,12.5983,66.7104,-20,5936
11419,111347472282875,111347472997625,-4.97491,-8.96387,12.5983,73.1921,-20,5937
11421,111347472786541,111347473538416,-4.97494,-7.96751,12.597,65.5155,15.5556,5939
11423,111347473280208,111347474083291,-4.97494,-7.96751,12.597,73.1921,-20,5940
11426,111347474034250,111347474619583,-3.9807,-7.96755,12.5949,78.547,4.59699,5941
11428,111347474539250,111347475153708,-3.9807,-7.96755,12.5949,73.1921,-20,5942
11430,111347475039000,111347475684750,-3.9807,-7.96755,12.5949,78.547,4.59699,5943
11432,111347475536958,111347476220916,-2.98629,-7.96756,12.5932,86.2236,-20,5944
11434,111347476034208,111347476759875,-2.98629,-7.96756,12.5932,78.547,15.5556,5945
11436,111347476541708,111347477293666,-2.98629,-7.96756,12.5932,86.2236,-20,5947
11438,111347477040500,111347477835458,-2.98629,-7.96756,12.5932,79.1329,0.376553,5948
11441,111347477778541,111347478370625,-1.99149,-6.97089,12.591,84.4877,24.9735,5949
11443,111347478281250,111347478900458,-1.99149,-6.97089,12.591,79.1329,0.376553,5950
11445,111347478780416,111347479431875,-1.99149,-6.97089,12.591,84.4877,24.9735,5951
11447,111347479280333,111347479963458,-1.99149,-6.97089,12.591,79.1329,0.376553,5952
11449,111347479780458,111347480489791,-0.996086,-6.97091,12.59,84.4877,24.9735,5953
11451,111347480286583,111347481021541,-0.996086,-6.97091,12.59,79.1329,0.376553,5954
11453,111347480785500,111347481553833,-0.996086,-6.97091,12.59,84.4877,24.9735,5956
11456,111347481525333,111347482101333,-3.67656e-05,-6.9709,12.5894,92.1391,-9.92839,5957
11458,111347482025041,111347482637666,-2.71619e-05,-5.97406,12.5892,84.4625,25.6272,5958
11460,111347482527333,111347483174000,-2.71619e-05,-5.97406,12.5892,92.1391,-9.92839,5959
11462,111347483025833,111347483704750,-2.71619e-05,-5.97406,12.5892,84.4625,25.6272,5960
11464,111347483534500,111347484231583,0.996709,-5.97408,12.5891,92.1391,-9.92839,5961
11466,111347484033666,111347484769333,0.996709,-5.97408,12.5891,84.4625,25.6272,5962
11468,111347484530458,111347485316291,0.996709,-5.97408,12.5891,92.1391,-9.92839,5964
11471,111347485281208,111347485858708,1.99398,-5.97405,12.5897,97.494,14.6686,5965
11473,111347485780291,111347486410333,1.994,-4.97714,12.59,89.8174,50.2242,5966
11475,111347486284333,111347486957333,1.994,-4.97714,12.59,97.494,14.6686,5967
11477,111347486782625,111347487480291,1.994,-4.97714,12.59,89.8174,50.2242,5968
11479,111347487280458,111347487991166,2.99148,-4.97715,12.5912,97.494,14.6686,5969
11481,111347487776125,111347488503291,2.99148,-4.97715,12.5912,89.8174,50.2242,5970
11483,111347488275875,111347489013541,2.99148,-4.97715,12.5912,97.494,14.6686,5971
11485,111347488775500,111347489527458,2.99148,-4.97715,12.5912,89.8174,50.2242,5972
11487,111347489275125,111347490053750,3.9889,-4.97713,12.5931,97.494,14.6686,5974
11490,111347490032000,111347490586083,3.9889,-3.98067,12.5939,89.8174,50.2242,5975
11492,111347490531250,111347491098541,3.9889,-3.98067,12.5939,97.494,14.6686,5976
11494,111347491028125,111347491616375,4.98595,-3.98066,12.5964,102.849,39.2656,5977
11496,111347491531166,111347492136666,4.98595,-3.98066,12.5964,97.494,14.6686,5978
11498,111347492029833,111347492637583,4.98595,-3.98066,12.5964,102.849,39.2656,5979
11500,111347492532250,111347493155083,4.98595,-3.98066,12.5964,97.494,14.6686,5980
11502,111347493029958,111347493660708,4.98595,-3.98066,12.5964,102.849,39.2656,5981
11504,111347493527208,111347494177583,5.98241,-2.98459,12.6008,108.204,63.8626,5982
11506,111347494029416,111347494679125,5.98241,-2.98459,12.6008,102.849,39.2656,5983
11508,111347494527291,111347495199083,5.98241,-2.98459,12.6008,108.204,63.8626,5984
11510,111347495033125,111347495691666,5.98241,-2.98459,12.6008,102.849,39.2656,5985
11512,111347495527916,111347496207166,5.98241,-2.98459,12.6008,108.204,63.8626,5986
11514,111347496029875,111347496700500,5.98241,-2.98459,12.6008,102.849,39.2656,5987
11516,111347496527458,111347497234250,6.97828,-2.9846,12.6043,108.204,63.8626,5988
11518,111347497030916,111347497770041,6.97828,-2.9846,12.6043,102.849,39.2656,5989
11520,111347497532583,111347498311666,6.97828,-2.9846,12.6043,108.607,53.4047,5991
11523,111347498284583,111347498846916,6.97827,-1.98905,12.6064,100.931,88.9603,5992
11525,111347498781500,111347499361125,6.97827,-1.98905,12.6064,108.607,53.4047,5993
11527,111347499284083,111347499873750,6.97827,-1.98905,12.6064,100.931,88.9603,5994
11529,111347499782833,111347500419041,6.97827,-1.98905,12.6064,108.607,53.4047,5995
11531,111347500285375,111347500959041,7.97356,-1.98906,12.6103,113.962,78.0017,5996
11533,111347500777125,111347501470833,7.97356,-1.98906,12.6103,108.607,53.4047,5997
11535,111347501275250,111347501983833,7.97356,-1.98906,12.6103,113.962,78.0017,5998
11537,111347501779666,111347502512333,7.97356,-1.98906,12.6103,108.607,53.4047,5999
11539,111347502288916,111347503046500,7.97356,-1.98906,12.6103,114.35,67.9461,6001
11541,111347502787083,111347503586916,7.97353,-0.994139,12.6129,106.674,103.502,6002
11544,111347503534666,111347504122083,7.97353,-0.994139,12.6129,114.35,67.9461,6003
11546,111347504033208,111347504652375,7.97353,-0.994139,12.6129,108.738,101.766,6004
11548,111347504533541,111347505183625,7.97353,-0.994139,12.6129,114.877,67.5035,6005
11550,111347505031958,111347505745541,7.97353,-0.994139,12.6129,111.926,99.085,6006
11552,111347505534625,111347506292416,7.97353,-0.994139,12.6129,116.152,66.431,6008
11554,111347506032708,111347506826916,7.97353,-0.994139,12.6129,114.575,96.8577,6009
11557,111347506783666,111347507358333,7.97353,-0.994139,12.6129,117.383,72.1646,6010
11559,111347507283833,111347507891875,7.97353,-0.994139,12.6129,117.192,87.3525,6011
11561,111347507783708,111347508425250,7.97353,-0.994139,12.6129,119.154,73.9262,6012
11563,111347508283750,111347508956750,7.97353,-0.994139,12.6129,119.571,81.0317,6013
11565,111347508784000,111347509481083,7.97353,-0.994139,12.6129,121.096,73.4066,6014
11567,111347509279750,111347510001708,7.97352,-0.000165539,12.616,120.806,102.751,6015
11569,111347509783958,111347510516791,7.97352,-0.000165539,12.616,123.126,71.6993,6016
11571,111347510278291,111347511024125,7.97352,-0.000165539,12.616,122.917,100.975,6017
11573,111347510778791,111347511552958,6.97824,-0.000165713,12.612,117.563,76.3778,6019
11576,111347511532041,111347512091375,6.97824,-0.000165713,12.612,122.917,100.975,6020
11578,111347512036500,111347512615000,6.97824,-0.000165713,12.612,117.563,76.3778,6021
11580,111347512536125,111347513116416,6.97824,-0.000165713,12.612,122.917,100.975,6022
11582,111347513029041,111347513638166,6.97824,-0.000165713,12.612,117.492,78.2053,6023
11584,111347513530166,111347514205500,6.97824,-0.000165713,12.612,123.226,92.9793,6024
11586,111347514036041,111347514700666,6.97824,-0.000165713,12.612,117.269,83.984,6025
11588,111347514536791,111347515215291,5.9824,-0.000130126,12.6085,110.352,99.8558,6026
11590,111347515032458,111347515728041,5.9824,-0.000130126,12.6085,117.156,86.8977,6027
11592,111347515530458,111347516258208,5.9824,-0.000130126,12.6085,110.433,97.7503,6028
11594,111347516028083,111347516783291,5.9824,-0.000130126,12.6085,117.098,88.4093,6030
11596,111347516526375,111347517311125,5.9824,-0.000130126,12.6085,110.475,96.6625,6031
11599,111347517282333,111347517838250,4.98594,-0.000106444,12.6055,104.024,100.48,6032
11601,111347517779958,111347518358833,4.98594,-0.000106444,12.6055,110.493,96.1949,6033
11603,111347518278875,111347518877916,4.98594,-0.000106444,12.6055,104.011,100.817,6034
11605,111347518778833,111347519397750,4.98594,-0.000106444,12.6055,110.503,95.9525,6035
11607,111347519280125,111347519908833,4.98594,-0.000106444,12.6055,104.004,100.991,6036
11609,111347519780833,111347520425250,3.9889,-7.10587e-05,12.603,97.4756,106.798,6037
11611,111347520280458,111347520935291,3.9889,-7.10587e-05,12.603,104,101.083,6038
11613,111347520779833,111347521446500,3.9889,-7.10587e-05,12.603,97.4782,106.732,6039
11615,111347521279875,111347521954958,3.9889,-7.10587e-05,12.603,103.999,101.131,6040
11617,111347521780291,111347522476250,2.9915,-3.57791e-05,12.6011,97.479,106.709,6041
11619,111347522278833,111347523000625,2.9915,-3.57791e-05,12.6011,103.998,101.159,6042
11621,111347522776541,111347523509625,2.9915,-3.57791e-05,12.6011,97.4798,106.689,6043
11623,111347523273916,111347524041625,2.9915,-3.57791e-05,12.6011,103.997,101.173,6045
11626,111347524028541,111347524565875,1.99401,-2.39415e-05,12.5999,97.4802,106.678,6046
11628,111347524532833,111347525082583,1.99401,-2.39415e-05,12.5999,103.997,101.181,6047
11630,111347525027291,111347525595666,1.99401,-2.39415e-05,12.5999,97.4804,106.673,6048
11632,111347525527250,111347526118916,1.99401,-2.39415e-05,12.5999,103.997,101.184,6049
11634,111347526033750,111347526620083,0.996724,-2.8842e-07,12.5993,97.4802,106.678,6050
11636,111347526533333,111347527146000,0.996724,-0.994001,12.5962,105.157,71.1229,6051
11638,111347527029666,111347527707916,0.996724,-0.994001,12.5962,97.4802,106.678,6052
11640,111347527521166,111347528202500,-9.22769e-06,-0.994001,12.5963,92.1254,82.0815,6053
11642,111347528025458,111347528717250,-9.22769e-06,-0.994001,12.5963,97.4802,106.678,6054
11644,111347528523791,111347529238708,-9.22769e-06,-0.994001,12.5963,92.1254,82.0815,6055
11646,111347529020208,111347529756291,-9.22769e-06,-0.994001,12.5963,97.4802,106.678,6056
11648,111347529527625,111347530285625,-0.996087,-0.993979,12.5968,92.1254,82.0815,6058
11650,111347530026166,111347530825250,-0.996087,-0.993979,12.5968,97.4802,106.678,6059
11653,111347530784208,111347531346250,-0.996087,-0.993979,12.5968,91.7583,91.5923,6060
11655,111347531284291,111347531869958,-1.99147,-0.994004,12.5978,84.713,110.791,6061
11657,111347531780541,111347532382666,-1.99147,-0.994004,12.5978,91.6493,94.4149,6062
11659,111347532281625,111347532904500,-1.99147,-0.994004,12.5978,84.8716,106.681,6063
11661,111347532781250,111347533417708,-1.99147,-0.994004,12.5978,91.615,95.3037,6064
